;Unnamed: 0;text;step1;tokens;final_tokens;step2;finalText_str;ProcessedText
48;48;im feeling insecure at the moment;im feeling insecure at the moment;['im', 'feeling', 'insecure', 'at', 'the', 'moment'];['im', 'feeling', 'insecure', 'at', 'the', 'moment'];im feeling insecure at the moment;im feeling insecure at the moment;feeling insecure at the moment
49;49;i was feeling pretty anxious all day but my first day at work was a very good day and that helped a lot;was feeling pretty an all day but my first day at work was very good day and that helped lot;['was', 'feeling', 'pretty', 'an', 'all', 'day', 'but', 'my', 'first', 'day', 'at', 'work', 'was', 'very', 'good', 'day', 'and', 'that', 'helped', 'lot'];['was', 'feeling', 'pretty', 'an', 'all', 'day', 'but', 'my', 'first', 'day', 'at', 'work', 'was', 'very', 'good', 'day', 'and', 'that', 'helped', 'lot'];was feeling pretty an all day but my first day at work was very good day and that helped lot;was feeling pretty an all day but my first day at work was very good day and that helped lot;was feeling pretty an all day but my first day at work was very good day that helped lot
50;50;i stood up to you i finally stood up to you and now i feel like im being punished if i could go back and do it again;stood up to you finally stood up to you and now feel like im being punished if could go back and do it again;['stood', 'up', 'to', 'you', 'finally', 'stood', 'up', 'to', 'you', 'and', 'now', 'feel', 'like', 'im', 'being', 'punished', 'if', 'could', 'go', 'back', 'and', 'do', 'it', 'again'];['stood', 'up', 'to', 'you', 'finally', 'stood', 'up', 'to', 'you', 'and', 'now', 'feel', 'like', 'im', 'being', 'punished', 'if', 'could', 'go', 'back', 'and', 'do', 'it', 'again'];stood up to you finally stood up to you and now feel like im being punished if could go back and do it again;stood up to you finally stood up to you and now feel like im being punished if could go back and do it again;stood up you finally stood up you now feel like being punished if could go back do it again
51;51;i feel a little nervous i go to the gym;feel little nervous go to the gym;['feel', 'little', 'nervous', 'go', 'to', 'the', 'gym'];['feel', 'little', 'nervous', 'go', 'to', 'the', 'gym'];feel little nervous go to the gym;feel little nervous go to the gym;feel little nervous go the gym
52;52;i feel like i could go into any situation and become successful because i ve been competing all my life explained schaub in an interview with the a href http bleacherreport;feel like could go into any situation and become successful because ve been competing all my life schaub in an interview with the href http bleacherreport;['feel', 'like', 'could', 'go', 'into', 'any', 'situation', 'and', 'become', 'successful', 'because', 've', 'been', 'competing', 'all', 'my', 'life', 'schaub', 'in', 'an', 'interview', 'with', 'the', 'href', 'http', 'bleacherreport'];['feel', 'like', 'could', 'go', 'into', 'any', 'situation', 'and', 'become', 'successful', 'because', 've', 'been', 'competing', 'all', 'my', 'life', 'schaub', 'in', 'an', 'interview', 'with', 'the', 'href', 'http', 'bleacherreport'];feel like could go into any situation and become successful because ve been competing all my life schaub in an interview with the href http bleacherreport;feel like could go into any situation and become successful because ve been competing all my life schaub in an interview with the href http bleacherreport;feel like could go into any situation become successful because ve been competing all my life schaub in an interview with the href http bleacherreport
53;53;i can t stop the anxiety i feel when i m alone when i ve got no distractions;can stop the an feel when alone when ve got no distractions;['can', 'stop', 'the', 'an', 'feel', 'when', 'alone', 'when', 've', 'got', 'no', 'distractions'];['can', 'stop', 'the', 'an', 'feel', 'when', 'alone', 'when', 've', 'got', 'no', 'distractions'];can stop the an feel when alone when ve got no distractions;can stop the an feel when alone when ve got no distractions;can stop the an feel when alone when ve got no distractions
54;54;im trying to feel out my house style now that im living on my own and have creative carte blanche;im trying to feel out my house style now that im living on my own and have creative carte blanche;['im', 'trying', 'to', 'feel', 'out', 'my', 'house', 'style', 'now', 'that', 'im', 'living', 'on', 'my', 'own', 'and', 'have', 'creative', 'carte', 'blanche'];['im', 'trying', 'to', 'feel', 'out', 'my', 'house', 'style', 'now', 'that', 'im', 'living', 'on', 'my', 'own', 'and', 'have', 'creative', 'carte', 'blanche'];im trying to feel out my house style now that im living on my own and have creative carte blanche;im trying to feel out my house style now that im living on my own and have creative carte blanche;trying feel out my house style now that living on my own have creative carte blanche
55;55;i have tried to see what it would be like if i liked one of my girl friends but it has never really worked and i can only ever feel an emotional connection to them because they are my friends;have tried to see what it would be like if liked one of my girl friends but it has never really worked and can only ever feel an emotional connection to them because they are my friends;['have', 'tried', 'to', 'see', 'what', 'it', 'would', 'be', 'like', 'if', 'liked', 'one', 'of', 'my', 'girl', 'friends', 'but', 'it', 'has', 'never', 'really', 'worked', 'and', 'can', 'only', 'ever', 'feel', 'an', 'emotional', 'connection', 'to', 'them', 'because', 'they', 'are', 'my', 'friends'];['have', 'tried', 'to', 'see', 'what', 'it', 'would', 'be', 'like', 'if', 'liked', 'one', 'of', 'my', 'girl', 'friends', 'but', 'it', 'has', 'never', 'really', 'worked', 'and', 'can', 'only', 'ever', 'feel', 'an', 'emotional', 'connection', 'to', 'them', 'because', 'they', 'are', 'my', 'friends'];have tried to see what it would be like if liked one of my girl friends but it has never really worked and can only ever feel an emotional connection to them because they are my friends;have tried to see what it would be like if liked one of my girl friends but it has never really worked and can only ever feel an emotional connection to them because they are my friends;have tried see what it would be like if liked one of my girl friends but it has never really worked can only ever feel an emotional connection them because they are my friends
56;56;i had every intention of doing more gardening this morning while it was still cool but i was just feeling so rotten;had every intention of doing more gardening this morning while it was still cool but was just feeling so rotten;['had', 'every', 'intention', 'of', 'doing', 'more', 'gardening', 'this', 'morning', 'while', 'it', 'was', 'still', 'cool', 'but', 'was', 'just', 'feeling', 'so', 'rotten'];['had', 'every', 'intention', 'of', 'doing', 'more', 'gardening', 'this', 'morning', 'while', 'it', 'was', 'still', 'cool', 'but', 'was', 'just', 'feeling', 'so', 'rotten'];had every intention of doing more gardening this morning while it was still cool but was just feeling so rotten;had every intention of doing more gardening this morning while it was still cool but was just feeling so rotten;had every intention of doing more gardening this morning while it was still cool but was just feeling so rotten
57;57;i have a good feeling about this so i am excited;have good feeling about this so am;['have', 'good', 'feeling', 'about', 'this', 'so', 'am'];['have', 'good', 'feeling', 'about', 'this', 'so', 'am'];have good feeling about this so am;have good feeling about this so am;have good feeling about this so am
58;58;i feel like i am just starting to understand the blessings that come from being submissive to the will of the father;feel like am just starting to understand the blessings that come from being submissive to the will of the father;['feel', 'like', 'am', 'just', 'starting', 'to', 'understand', 'the', 'blessings', 'that', 'come', 'from', 'being', 'submissive', 'to', 'the', 'will', 'of', 'the', 'father'];['feel', 'like', 'am', 'just', 'starting', 'to', 'understand', 'the', 'blessings', 'that', 'come', 'from', 'being', 'submissive', 'to', 'the', 'will', 'of', 'the', 'father'];feel like am just starting to understand the blessings that come from being submissive to the will of the father;feel like am just starting to understand the blessings that come from being submissive to the will of the father;feel like am just starting understand the blessings that come from being submissive the will of the father
59;59;i think about the things ive said and the stuff i have done it makes me feel disgusted in myself when i should be making you happy and smile which i was far from doing;think about the things ive said and the stuff have done it makes me feel disgusted in myself when should be making you happy and smile which was far from doing;['think', 'about', 'the', 'things', 'ive', 'said', 'and', 'the', 'stuff', 'have', 'done', 'it', 'makes', 'me', 'feel', 'disgusted', 'in', 'myself', 'when', 'should', 'be', 'making', 'you', 'happy', 'and', 'smile', 'which', 'was', 'far', 'from', 'doing'];['think', 'about', 'the', 'things', 'ive', 'said', 'and', 'the', 'stuff', 'have', 'done', 'it', 'makes', 'me', 'feel', 'disgusted', 'in', 'myself', 'when', 'should', 'be', 'making', 'you', 'happy', 'and', 'smile', 'which', 'was', 'far', 'from', 'doing'];think about the things ive said and the stuff have done it makes me feel disgusted in myself when should be making you happy and smile which was far from doing;think about the things ive said and the stuff have done it makes me feel disgusted in myself when should be making you happy and smile which was far from doing;think about the things ive said the stuff have done it makes me feel disgusted in myself when should be making you happy smile which was far from doing
60;60;i woke up yesterday monday morning feeling a little depressed;woke up yesterday monday morning feeling little depressed;['woke', 'up', 'yesterday', 'monday', 'morning', 'feeling', 'little', 'depressed'];['woke', 'up', 'yesterday', 'monday', 'morning', 'feeling', 'little', 'depressed'];woke up yesterday monday morning feeling little depressed;woke up yesterday monday morning feeling little depressed;woke up yesterday monday morning feeling little depressed
