;text;step1;tokens;final_tokens;step2
59;i think about the things ive said and the stuff i have done it makes me feel disgusted in myself when i should be making you happy and smile which i was far from doing;think about the things ive said and the stuff have done it makes me feel disgusted in myself when should be making you happy and smile which was far from doing;['think', 'about', 'the', 'things', 'ive', 'said', 'and', 'the', 'stuff', 'have', 'done', 'it', 'makes', 'me', 'feel', 'disgusted', 'in', 'myself', 'when', 'should', 'be', 'making', 'you', 'happy', 'and', 'smile', 'which', 'was', 'far', 'from', 'doing'];['think', 'about', 'the', 'things', 'ive', 'said', 'and', 'the', 'stuff', 'have', 'done', 'it', 'makes', 'me', 'feel', 'disgusted', 'in', 'myself', 'when', 'should', 'be', 'making', 'you', 'happy', 'and', 'smile', 'which', 'was', 'far', 'from', 'doing'];think about the things ive said and the stuff have done it makes me feel disgusted in myself when should be making you happy and smile which was far from doing
60;i woke up yesterday monday morning feeling a little depressed;woke up yesterday monday morning feeling little depressed;['woke', 'up', 'yesterday', 'monday', 'morning', 'feeling', 'little', 'depressed'];['woke', 'up', 'yesterday', 'monday', 'morning', 'feeling', 'little', 'depressed'];woke up yesterday monday morning feeling little depressed
61;i feel so embarrassed;feel so embarrassed;['feel', 'so', 'embarrassed'];['feel', 'so', 'embarrassed'];feel so embarrassed
62;i spent wandering around still kinda dazed and not feeling particularly sociable but because id been in hiding for a couple for days and it was getting to be a little unhealthy i made myself go down to the cross and hang out with folks;spent wandering around still kinda dazed and not feeling particularly sociable but because id been in hiding for couple for days and it was getting to be little unhealthy made myself go down to the cross and hang out with folks;['spent', 'wandering', 'around', 'still', 'kinda', 'dazed', 'and', 'not', 'feeling', 'particularly', 'sociable', 'but', 'because', 'id', 'been', 'in', 'hiding', 'for', 'couple', 'for', 'days', 'and', 'it', 'was', 'getting', 'to', 'be', 'little', 'unhealthy', 'made', 'myself', 'go', 'down', 'to', 'the', 'cross', 'and', 'hang', 'out', 'with', 'folks'];['spent', 'wandering', 'around', 'still', 'kinda', 'dazed', 'and', 'not', 'feeling', 'particularly', 'sociable', 'but', 'because', 'id', 'been', 'in', 'hiding', 'for', 'couple', 'for', 'days', 'and', 'it', 'was', 'getting', 'to', 'be', 'little', 'unhealthy', 'made', 'myself', 'go', 'down', 'to', 'the', 'cross', 'and', 'hang', 'out', 'with', 'folks'];spent wandering around still kinda dazed and not feeling particularly sociable but because id been in hiding for couple for days and it was getting to be little unhealthy made myself go down to the cross and hang out with folks
63;i can honestly say that after each sistahs chat i feel invigorated and blessed;can honestly say that after each sistahs chat feel invigorated and blessed;['can', 'honestly', 'say', 'that', 'after', 'each', 'sistahs', 'chat', 'feel', 'invigorated', 'and', 'blessed'];['can', 'honestly', 'say', 'that', 'after', 'each', 'sistahs', 'chat', 'feel', 'invigorated', 'and', 'blessed'];can honestly say that after each sistahs chat feel invigorated and blessed
64;i still feel stupid to be in that class this is all cause off pbss fault;still feel stupid to be in that class this is all cause off pbss fault;['still', 'feel', 'stupid', 'to', 'be', 'in', 'that', 'class', 'this', 'is', 'all', 'cause', 'off', 'pbss', 'fault'];['still', 'feel', 'stupid', 'to', 'be', 'in', 'that', 'class', 'this', 'is', 'all', 'cause', 'off', 'pbss', 'fault'];still feel stupid to be in that class this is all cause off pbss fault
65;i feel a little stunned but can t imagine what the folks who were working in the studio up until this morning are feeling;feel little stunned but can imagine what the folks who were working in the studio up until this morning are feeling;['feel', 'little', 'stunned', 'but', 'can', 'imagine', 'what', 'the', 'folks', 'who', 'were', 'working', 'in', 'the', 'studio', 'up', 'until', 'this', 'morning', 'are', 'feeling'];['feel', 'little', 'stunned', 'but', 'can', 'imagine', 'what', 'the', 'folks', 'who', 'were', 'working', 'in', 'the', 'studio', 'up', 'until', 'this', 'morning', 'are', 'feeling'];feel little stunned but can imagine what the folks who were working in the studio up until this morning are feeling
66;i admit im feeling a little bit unloved at this point;admit im feeling little bit unloved at this point;['admit', 'im', 'feeling', 'little', 'bit', 'unloved', 'at', 'this', 'point'];['admit', 'im', 'feeling', 'little', 'bit', 'unloved', 'at', 'this', 'point'];admit im feeling little bit unloved at this point
67;i feel a bit stressed even though all the things i have going on are fun;feel bit stressed even though all the things have going on are fun;['feel', 'bit', 'stressed', 'even', 'though', 'all', 'the', 'things', 'have', 'going', 'on', 'are', 'fun'];['feel', 'bit', 'stressed', 'even', 'though', 'all', 'the', 'things', 'have', 'going', 'on', 'are', 'fun'];feel bit stressed even though all the things have going on are fun
68;im feeling pretty anxious;im feeling pretty an;['im', 'feeling', 'pretty', 'an'];['im', 'feeling', 'pretty', 'an'];im feeling pretty an
69;i feel shocked and sad at the fact that there are so many sick people;feel shocked and sad at the fact that there are so many sick people;['feel', 'shocked', 'and', 'sad', 'at', 'the', 'fact', 'that', 'there', 'are', 'so', 'many', 'sick', 'people'];['feel', 'shocked', 'and', 'sad', 'at', 'the', 'fact', 'that', 'there', 'are', 'so', 'many', 'sick', 'people'];feel shocked and sad at the fact that there are so many sick people
70;i think they have always been proponents of the idea and it is just slightly possible that his feelings for a particularly charming new england girl have brought him around to their way of thinking;think they have always been proponents of the idea and it is just slightly possible that his feelings for particularly charming new england girl have brought him around to their way of thinking;['think', 'they', 'have', 'always', 'been', 'proponents', 'of', 'the', 'idea', 'and', 'it', 'is', 'just', 'slightly', 'possible', 'that', 'his', 'feelings', 'for', 'particularly', 'charming', 'new', 'england', 'girl', 'have', 'brought', 'him', 'around', 'to', 'their', 'way', 'of', 'thinking'];['think', 'they', 'have', 'always', 'been', 'proponents', 'of', 'the', 'idea', 'and', 'it', 'is', 'just', 'slightly', 'possible', 'that', 'his', 'feelings', 'for', 'particularly', 'charming', 'new', 'england', 'girl', 'have', 'brought', 'him', 'around', 'to', 'their', 'way', 'of', 'thinking'];think they have always been proponents of the idea and it is just slightly possible that his feelings for particularly charming new england girl have brought him around to their way of thinking
71;i feel like a naughty school girl because i am falling behind;feel like naughty school girl because am falling behind;['feel', 'like', 'naughty', 'school', 'girl', 'because', 'am', 'falling', 'behind'];['feel', 'like', 'naughty', 'school', 'girl', 'because', 'am', 'falling', 'behind'];feel like naughty school girl because am falling behind
72;i am right handed however i play billiards left handed naturally so me trying to play right handed feels weird;am right handed however play billiards left handed naturally so me trying to play right handed feels weird;['am', 'right', 'handed', 'however', 'play', 'billiards', 'left', 'handed', 'naturally', 'so', 'me', 'trying', 'to', 'play', 'right', 'handed', 'feels', 'weird'];['am', 'right', 'handed', 'however', 'play', 'billiards', 'left', 'handed', 'naturally', 'so', 'me', 'trying', 'to', 'play', 'right', 'handed', 'feels', 'weird'];am right handed however play billiards left handed naturally so me trying to play right handed feels weird
73;i can feel that they are kind friendly and can understand my feelings;can feel that they are kind friendly and can understand my feelings;['can', 'feel', 'that', 'they', 'are', 'kind', 'friendly', 'and', 'can', 'understand', 'my', 'feelings'];['can', 'feel', 'that', 'they', 'are', 'kind', 'friendly', 'and', 'can', 'understand', 'my', 'feelings'];can feel that they are kind friendly and can understand my feelings
74;i were to go overseas or cross the border then i become a foreigner and will feel that way but never in my beloved land;were to go overseas or cross the border then become foreigner and will feel that way but never in my beloved land;['were', 'to', 'go', 'overseas', 'or', 'cross', 'the', 'border', 'then', 'become', 'foreigner', 'and', 'will', 'feel', 'that', 'way', 'but', 'never', 'in', 'my', 'beloved', 'land'];['were', 'to', 'go', 'overseas', 'or', 'cross', 'the', 'border', 'then', 'become', 'foreigner', 'and', 'will', 'feel', 'that', 'way', 'but', 'never', 'in', 'my', 'beloved', 'land'];were to go overseas or cross the border then become foreigner and will feel that way but never in my beloved land
75;i feel disgusted in any man in power who talks about electricity being a problem in his area and says even my own house has similar problems;feel disgusted in any man in power who talks about electricity being problem in his area and says even my own house has similar problems;['feel', 'disgusted', 'in', 'any', 'man', 'in', 'power', 'who', 'talks', 'about', 'electricity', 'being', 'problem', 'in', 'his', 'area', 'and', 'says', 'even', 'my', 'own', 'house', 'has', 'similar', 'problems'];['feel', 'disgusted', 'in', 'any', 'man', 'in', 'power', 'who', 'talks', 'about', 'electricity', 'being', 'problem', 'in', 'his', 'area', 'and', 'says', 'even', 'my', 'own', 'house', 'has', 'similar', 'problems'];feel disgusted in any man in power who talks about electricity being problem in his area and says even my own house has similar problems
76;i feel transcendant and splendid;feel transcendant and splendid;['feel', 'transcendant', 'and', 'splendid'];['feel', 'transcendant', 'and', 'splendid'];feel transcendant and splendid
77;i finally arrived home a couple of hours later feeling somewhat exhausted dehydrated and even sun burnt;finally arrived home couple of hours later feeling somewhat dehydrated and even sun burnt;['finally', 'arrived', 'home', 'couple', 'of', 'hours', 'later', 'feeling', 'somewhat', 'dehydrated', 'and', 'even', 'sun', 'burnt'];['finally', 'arrived', 'home', 'couple', 'of', 'hours', 'later', 'feeling', 'somewhat', 'dehydrated', 'and', 'even', 'sun', 'burnt'];finally arrived home couple of hours later feeling somewhat dehydrated and even sun burnt
78;i am feeling totally relaxed and comfy;am feeling totally rela and comfy;['am', 'feeling', 'totally', 'rela', 'and', 'comfy'];['am', 'feeling', 'totally', 'rela', 'and', 'comfy'];am feeling totally rela and comfy
79;i want each of you to feel my gentle embrace;want each of you to feel my gentle embrace;['want', 'each', 'of', 'you', 'to', 'feel', 'my', 'gentle', 'embrace'];['want', 'each', 'of', 'you', 'to', 'feel', 'my', 'gentle', 'embrace'];want each of you to feel my gentle embrace
80;i feel privileged in my world;feel privileged in my world;['feel', 'privileged', 'in', 'my', 'world'];['feel', 'privileged', 'in', 'my', 'world'];feel privileged in my world
81;i am not a people person but for some fuckin reason people feel that they can come bore me with their fuckin petty garbage;am not people person but for some fuckin reason people feel that they can come bore me with their fuckin petty garbage;['am', 'not', 'people', 'person', 'but', 'for', 'some', 'fuckin', 'reason', 'people', 'feel', 'that', 'they', 'can', 'come', 'bore', 'me', 'with', 'their', 'fuckin', 'petty', 'garbage'];['am', 'not', 'people', 'person', 'but', 'for', 'some', 'fuckin', 'reason', 'people', 'feel', 'that', 'they', 'can', 'come', 'bore', 'me', 'with', 'their', 'fuckin', 'petty', 'garbage'];am not people person but for some fuckin reason people feel that they can come bore me with their fuckin petty garbage
